timestamp_iso,raw,voltage
2025-12-20T16:19:36.562369,,1.66
2025-12-20T16:19:36.563211,13267,1.66
2025-12-20T16:19:36.563451,13122,1.64
2025-12-20T16:19:36.563574,13307,1.66
2025-12-20T16:19:36.563694,13303,1.66
2025-12-20T16:19:36.563821,13297,1.66
2025-12-20T16:19:36.563942,13295,1.66
2025-12-20T16:19:36.564062,13292,1.66
2025-12-20T16:19:36.564418,13283,1.66
2025-12-20T16:19:36.564624,13268,1.66
2025-12-20T16:19:36.564803,13301,1.66
2025-12-20T16:19:36.564981,12663,1.58
2025-12-20T16:19:36.565155,13448,1.68
2025-12-20T16:19:36.565326,13757,1.72
2025-12-20T16:19:36.565496,12565,1.57
2025-12-20T16:19:36.565671,13703,1.71
2025-12-20T16:19:36.565844,13451,1.68
2025-12-20T16:19:36.579824,12638,1.58
2025-12-20T16:19:36.603320,13969,1.75
2025-12-20T16:19:36.627319,12936,1.62
2025-12-20T16:19:36.655355,12795,1.6
2025-12-20T16:19:36.684387,14202,1.78
2025-12-20T16:19:36.708383,12898,1.61
2025-12-20T16:19:36.737134,12940,1.62
2025-12-20T16:19:36.764501,14174,1.77
2025-12-20T16:19:36.789556,12638,1.58
2025-12-20T16:19:36.817546,13081,1.64
2025-12-20T16:19:36.845696,13822,1.73
2025-12-20T16:19:36.872572,12870,1.61
2025-12-20T16:19:36.898716,13203,1.65
2025-12-20T16:19:36.926984,13363,1.67
2025-12-20T16:19:36.951770,13192,1.65
2025-12-20T16:19:36.980290,13331,1.67
2025-12-20T16:19:37.008026,13270,1.66
2025-12-20T16:19:37.033016,13225,1.65
2025-12-20T16:19:37.061056,13348,1.67
2025-12-20T16:19:37.089209,13206,1.65
2025-12-20T16:19:37.114164,13248,1.66
2025-12-20T16:19:37.142277,13356,1.67
2025-12-20T16:19:37.172661,13161,1.65
2025-12-20T16:19:37.195250,13268,1.66
2025-12-20T16:19:37.223497,13322,1.67
2025-12-20T16:19:37.251478,13134,1.64
2025-12-20T16:19:37.276438,13283,1.66
2025-12-20T16:19:37.304520,13257,1.66
2025-12-20T16:19:37.333904,13165,1.65
2025-12-20T16:19:37.357555,13301,1.66
2025-12-20T16:19:37.385724,13221,1.65
2025-12-20T16:19:37.413771,13216,1.65
2025-12-20T16:19:37.440623,13316,1.66
2025-12-20T16:19:37.466814,13192,1.65
2025-12-20T16:19:37.494930,13248,1.66
2025-12-20T16:19:37.522885,13326,1.67
2025-12-20T16:19:37.547975,13162,1.65
2025-12-20T16:19:37.576428,13260,1.66
2025-12-20T16:19:37.601024,13322,1.67
2025-12-20T16:19:37.629533,13136,1.64
2025-12-20T16:19:37.657242,13272,1.66
2025-12-20T16:19:37.683377,13290,1.66
2025-12-20T16:19:37.710299,13130,1.64
2025-12-20T16:19:37.740858,13289,1.66
2025-12-20T16:19:37.763322,13243,1.66
2025-12-20T16:19:37.791521,13176,1.65
2025-12-20T16:19:37.819530,13308,1.66
2025-12-20T16:19:37.844516,13208,1.65
2025-12-20T16:19:37.873020,13223,1.65
2025-12-20T16:19:37.900652,13315,1.66
2025-12-20T16:19:37.925809,13184,1.65
2025-12-20T16:19:37.953754,13250,1.66
2025-12-20T16:19:37.982942,13324,1.67
2025-12-20T16:19:38.006823,13159,1.64
2025-12-20T16:19:38.035063,13257,1.66
2025-12-20T16:19:38.062945,13331,1.67
2025-12-20T16:19:38.090483,13133,1.64
2025-12-20T16:19:38.116058,13270,1.66
2025-12-20T16:19:38.144128,13285,1.66
2025-12-20T16:19:38.169094,13132,1.64
2025-12-20T16:19:38.197204,13288,1.66
2025-12-20T16:19:38.225942,13231,1.65
2025-12-20T16:19:38.250233,13185,1.65
2025-12-20T16:19:38.278515,13306,1.66
2025-12-20T16:19:38.306603,13201,1.65
2025-12-20T16:19:38.332856,13229,1.65
2025-12-20T16:19:38.359471,13320,1.66
2025-12-20T16:19:38.387594,13177,1.65
2025-12-20T16:19:38.412545,13253,1.66
2025-12-20T16:19:38.440834,13319,1.66
2025-12-20T16:19:38.468740,13145,1.64
2025-12-20T16:19:38.493708,13266,1.66
2025-12-20T16:19:38.522761,13309,1.66
2025-12-20T16:19:38.549875,13128,1.64
2025-12-20T16:19:38.576464,13282,1.66
2025-12-20T16:19:38.602954,13255,1.66
2025-12-20T16:19:38.632450,13150,1.64
2025-12-20T16:19:38.656005,13297,1.66
2025-12-20T16:19:38.684781,13221,1.65
2025-12-20T16:19:38.712170,13207,1.65
2025-12-20T16:19:38.737259,13311,1.66
2025-12-20T16:19:38.765274,13192,1.65
2025-12-20T16:19:38.793349,13244,1.66
2025-12-20T16:19:38.818273,13320,1.66
2025-12-20T16:19:38.846413,13169,1.65
2025-12-20T16:19:38.875144,13263,1.66
2025-12-20T16:19:38.899469,13323,1.67
2025-12-20T16:19:38.928328,13141,1.64
2025-12-20T16:19:38.955697,13272,1.66
2025-12-20T16:19:38.983077,13301,1.66
2025-12-20T16:19:39.008671,13126,1.64
2025-12-20T16:19:39.036973,13283,1.66
2025-12-20T16:19:39.061760,13246,1.66
2025-12-20T16:19:39.090887,13162,1.65
2025-12-20T16:19:39.117922,13302,1.66
2025-12-20T16:19:39.142904,13211,1.65
2025-12-20T16:19:39.172753,13213,1.65
2025-12-20T16:19:39.199075,13310,1.66
2025-12-20T16:19:39.225231,13180,1.65
2025-12-20T16:19:39.252138,13254,1.66
2025-12-20T16:19:39.280282,13319,1.66
2025-12-20T16:19:39.305271,13158,1.64
2025-12-20T16:19:39.333416,13270,1.66
2025-12-20T16:19:39.361392,13319,1.66
2025-12-20T16:19:39.386461,13131,1.64
2025-12-20T16:19:39.414464,13278,1.66
2025-12-20T16:19:39.442520,13274,1.66
2025-12-20T16:19:39.467470,13129,1.64
2025-12-20T16:19:39.495664,13293,1.66
2025-12-20T16:19:39.523924,13234,1.65
2025-12-20T16:19:39.548657,13181,1.65
2025-12-20T16:19:39.577029,13309,1.66
2025-12-20T16:19:39.604830,13205,1.65
2025-12-20T16:19:39.630210,13227,1.65
2025-12-20T16:19:39.657901,13318,1.66
2025-12-20T16:19:39.686391,13180,1.65
2025-12-20T16:19:39.711001,13260,1.66
2025-12-20T16:19:39.740756,13321,1.67
2025-12-20T16:19:39.767107,13156,1.64
2025-12-20T16:19:39.792115,13272,1.66
2025-12-20T16:19:39.823357,13313,1.66
2025-12-20T16:19:39.848278,13127,1.64
2025-12-20T16:19:39.873302,13283,1.66
2025-12-20T16:19:39.901367,13269,1.66
2025-12-20T16:19:39.929389,13134,1.64
2025-12-20T16:19:39.954424,13294,1.66
2025-12-20T16:19:39.983155,13218,1.65
2025-12-20T16:19:40.010559,13190,1.65
2025-12-20T16:19:40.035701,13309,1.66
2025-12-20T16:19:40.063640,13195,1.65
2025-12-20T16:19:40.091753,13239,1.65
2025-12-20T16:19:40.116703,13319,1.66
2025-12-20T16:19:40.144799,13171,1.65
2025-12-20T16:19:40.173288,13270,1.66
2025-12-20T16:19:40.197856,13322,1.67
