timestamp_iso,raw,voltage
2025-12-20T16:29:14.810096,13293,1.66
2025-12-20T16:29:14.812948,13289,1.66
2025-12-20T16:29:14.813079,13289,1.66
2025-12-20T16:29:14.813201,13285,1.66
2025-12-20T16:29:14.813324,13283,1.66
2025-12-20T16:29:14.813450,13274,1.66
2025-12-20T16:29:14.813569,13270,1.66
2025-12-20T16:29:14.813688,13246,1.66
2025-12-20T16:29:14.813807,13114,1.64
2025-12-20T16:29:14.813927,13363,1.67
2025-12-20T16:29:14.814046,13197,1.65
2025-12-20T16:29:14.814166,13146,1.64
2025-12-20T16:29:14.814284,13374,1.67
2025-12-20T16:29:14.814402,13154,1.64
2025-12-20T16:29:14.814520,13186,1.65
2025-12-20T16:29:14.822675,13347,1.67
2025-12-20T16:29:14.850976,13106,1.64
2025-12-20T16:29:14.875821,13238,1.65
2025-12-20T16:29:14.903980,13338,1.67
2025-12-20T16:29:14.931855,13096,1.64
2025-12-20T16:29:14.959154,13289,1.66
2025-12-20T16:29:14.984890,13298,1.66
2025-12-20T16:29:15.013032,13096,1.64
2025-12-20T16:29:15.038257,13333,1.67
2025-12-20T16:29:15.066063,13234,1.65
2025-12-20T16:29:15.096630,13113,1.64
2025-12-20T16:29:15.119116,13360,1.67
2025-12-20T16:29:15.147301,13192,1.65
2025-12-20T16:29:15.175339,13148,1.64
2025-12-20T16:29:15.201620,13374,1.67
2025-12-20T16:29:15.228336,13139,1.64
2025-12-20T16:29:15.256478,13189,1.65
2025-12-20T16:29:15.281433,13344,1.67
2025-12-20T16:29:15.309512,13106,1.64
2025-12-20T16:29:15.341000,13238,1.65
2025-12-20T16:29:15.362619,13324,1.67
2025-12-20T16:29:15.391533,13091,1.64
2025-12-20T16:29:15.418796,13295,1.66
2025-12-20T16:29:15.444382,13298,1.66
2025-12-20T16:29:15.471900,13093,1.64
2025-12-20T16:29:15.504690,13341,1.67
2025-12-20T16:29:15.524935,13240,1.65
2025-12-20T16:29:15.554446,13120,1.64
2025-12-20T16:29:15.581088,13358,1.67
2025-12-20T16:29:15.606062,13176,1.65
2025-12-20T16:29:15.634137,13152,1.64
2025-12-20T16:29:15.662248,13376,1.67
2025-12-20T16:29:15.687222,13146,1.64
2025-12-20T16:29:15.715279,13192,1.65
2025-12-20T16:29:15.744339,13356,1.67
