timestamp_iso,raw,voltage
2025-12-20T15:39:35.029938,14199,1.77
2025-12-20T15:39:35.030012,14160,1.77
2025-12-20T15:39:35.030079,14105,1.76
2025-12-20T15:39:35.030144,14050,1.76
2025-12-20T15:39:35.030207,14010,1.75
2025-12-20T15:39:35.030271,13966,1.75
2025-12-20T15:39:35.030334,13925,1.74
2025-12-20T15:39:35.030397,13726,1.72
2025-12-20T15:39:35.030461,12243,1.53
2025-12-20T15:39:35.030524,13956,1.74
2025-12-20T15:39:35.030586,13294,1.66
2025-12-20T15:39:35.030649,12518,1.56
2025-12-20T15:39:35.030713,14173,1.77
2025-12-20T15:39:35.030776,12947,1.62
2025-12-20T15:39:35.030838,12846,1.61
2025-12-20T15:39:35.049757,14365,1.8
2025-12-20T15:39:35.075789,12556,1.57
2025-12-20T15:39:35.103412,13183,1.65
2025-12-20T15:39:35.128918,14274,1.78
2025-12-20T15:39:35.160737,12175,1.52
2025-12-20T15:39:35.181928,13549,1.69
2025-12-20T15:39:35.212773,13938,1.74
2025-12-20T15:39:35.238424,12241,1.53
2025-12-20T15:39:35.263149,13865,1.73
2025-12-20T15:39:35.291251,13597,1.7
2025-12-20T15:39:35.319268,12446,1.56
2025-12-20T15:39:35.345765,14123,1.77
2025-12-20T15:39:35.372408,13252,1.66
2025-12-20T15:39:35.400585,12682,1.59
2025-12-20T15:39:35.425397,14323,1.79
2025-12-20T15:39:35.453555,12912,1.61
2025-12-20T15:39:35.481575,12963,1.62
2025-12-20T15:39:35.506559,14464,1.81
2025-12-20T15:39:35.538295,12489,1.56
2025-12-20T15:39:35.562737,13260,1.66
2025-12-20T15:39:35.588725,14233,1.78
2025-12-20T15:39:35.615788,12176,1.52
2025-12-20T15:39:35.645495,13621,1.7
2025-12-20T15:39:35.668853,13897,1.74
2025-12-20T15:39:35.699131,12318,1.54
2025-12-20T15:39:35.724962,13930,1.74
2025-12-20T15:39:35.750015,13542,1.69
2025-12-20T15:39:35.778048,12505,1.56
2025-12-20T15:39:35.806270,14175,1.77
2025-12-20T15:39:35.831182,13202,1.65
2025-12-20T15:39:35.861276,12752,1.59
2025-12-20T15:39:35.888581,14369,1.8
2025-12-20T15:39:35.912315,12865,1.61
2025-12-20T15:39:35.941102,13008,1.63
2025-12-20T15:39:35.968480,14474,1.81
2025-12-20T15:39:35.995015,12463,1.56
2025-12-20T15:39:36.021493,13314,1.66
2025-12-20T15:39:36.049704,14190,1.77
2025-12-20T15:39:36.074642,12213,1.53
2025-12-20T15:39:36.103300,13644,1.71
2025-12-20T15:39:36.130732,13640,1.71
2025-12-20T15:39:36.155721,11730,1.47
2025-12-20T15:39:36.183842,13872,1.73
2025-12-20T15:39:36.211911,12352,1.54
2025-12-20T15:39:36.238429,12450,1.56
2025-12-20T15:39:36.264970,14620,1.83
2025-12-20T15:39:36.295031,11954,1.49
2025-12-20T15:39:36.318076,13029,1.63
2025-12-20T15:39:36.346541,14546,1.82
2025-12-20T15:39:36.374206,11941,1.49
2025-12-20T15:39:36.399765,13603,1.7
2025-12-20T15:39:36.427284,14329,1.79
2025-12-20T15:39:36.455361,12663,1.58
2025-12-20T15:39:36.480338,14069,1.76
2025-12-20T15:39:36.509598,13929,1.74
2025-12-20T15:39:36.538373,12061,1.51
2025-12-20T15:39:36.561483,14568,1.82
2025-12-20T15:39:36.590906,13148,1.64
2025-12-20T15:39:36.617699,12478,1.56
2025-12-20T15:39:36.643032,15003,1.88
2025-12-20T15:39:36.670727,13121,1.64
2025-12-20T15:39:36.700005,12829,1.6
2025-12-20T15:39:36.723816,14958,1.87
2025-12-20T15:39:36.753118,12028,1.5
2025-12-20T15:39:36.779959,13240,1.65
2025-12-20T15:39:36.805007,14664,1.83
2025-12-20T15:39:36.833040,11973,1.5
2025-12-20T15:39:36.861137,13689,1.71
2025-12-20T15:39:36.887767,14222,1.78
2025-12-20T15:39:36.914173,11954,1.49
2025-12-20T15:39:36.942983,14171,1.77
2025-12-20T15:39:36.967298,13664,1.71
2025-12-20T15:39:36.996060,12718,1.59
2025-12-20T15:39:37.023430,14574,1.82
2025-12-20T15:39:37.050659,13052,1.63
2025-12-20T15:39:37.076536,12511,1.56
2025-12-20T15:39:37.104710,15106,1.89
2025-12-20T15:39:37.129538,12995,1.62
2025-12-20T15:39:37.160796,12810,1.6
2025-12-20T15:39:37.188130,14874,1.86
2025-12-20T15:39:37.211316,11987,1.5
2025-12-20T15:39:37.239529,13261,1.66
2025-12-20T15:39:37.266886,14585,1.82
2025-12-20T15:39:37.292014,11956,1.49
2025-12-20T15:39:37.319991,13931,1.74
2025-12-20T15:39:37.350208,14092,1.76
2025-12-20T15:39:37.373061,11970,1.5
2025-12-20T15:39:37.402065,14252,1.78
2025-12-20T15:39:37.429198,13574,1.7
2025-12-20T15:39:37.455053,12167,1.52
2025-12-20T15:39:37.482318,14721,1.84
2025-12-20T15:39:37.511701,12985,1.62
2025-12-20T15:39:37.537672,12511,1.56
2025-12-20T15:39:37.563470,15113,1.89
2025-12-20T15:39:37.591695,12429,1.55
2025-12-20T15:39:37.616505,12939,1.62
2025-12-20T15:39:37.645324,14836,1.85
2025-12-20T15:39:37.672685,12031,1.5
