timestamp_iso,raw,voltage
2025-12-20T15:25:58.927825,13966,1.75
2025-12-20T15:25:58.928411,13929,1.74
2025-12-20T15:25:58.928494,14286,1.79
2025-12-20T15:25:58.928571,14453,1.81
2025-12-20T15:25:58.928647,14383,1.8
2025-12-20T15:25:58.928725,14193,1.77
2025-12-20T15:25:58.928801,13988,1.75
2025-12-20T15:25:58.928876,13818,1.73
2025-12-20T15:25:58.928950,13630,1.7
2025-12-20T15:25:58.929027,13554,1.69
2025-12-20T15:25:58.929102,13465,1.68
2025-12-20T15:25:58.929178,13412,1.68
2025-12-20T15:25:58.929254,13376,1.67
2025-12-20T15:25:58.929329,13354,1.67
2025-12-20T15:25:58.929406,13334,1.67
2025-12-20T15:25:58.947938,13310,1.66
2025-12-20T15:25:58.969494,13309,1.66
2025-12-20T15:25:58.995351,13294,1.66
2025-12-20T15:25:59.023964,13287,1.66
2025-12-20T15:25:59.051183,13286,1.66
2025-12-20T15:25:59.075481,13272,1.66
2025-12-20T15:25:59.106063,13275,1.66
2025-12-20T15:25:59.131501,13262,1.66
2025-12-20T15:25:59.156717,13268,1.66
2025-12-20T15:25:59.184598,13270,1.66
2025-12-20T15:25:59.212697,13273,1.66
2025-12-20T15:25:59.237670,13263,1.66
2025-12-20T15:25:59.265749,13271,1.66
2025-12-20T15:25:59.295125,13278,1.66
2025-12-20T15:25:59.318753,13251,1.66
2025-12-20T15:25:59.347575,13274,1.66
2025-12-20T15:25:59.374997,13258,1.66
2025-12-20T15:25:59.400069,13243,1.66
2025-12-20T15:25:59.428022,13271,1.66
2025-12-20T15:25:59.456132,13251,1.66
2025-12-20T15:25:59.481066,13243,1.66
2025-12-20T15:25:59.509246,13254,1.66
2025-12-20T15:25:59.537259,13244,1.66
2025-12-20T15:25:59.562228,13246,1.66
2025-12-20T15:25:59.590320,13248,1.66
2025-12-20T15:25:59.618412,13248,1.66
2025-12-20T15:25:59.645649,13249,1.66
2025-12-20T15:25:59.671477,13251,1.66
2025-12-20T15:25:59.699517,13250,1.66
2025-12-20T15:25:59.724559,13250,1.66
2025-12-20T15:25:59.755252,13248,1.66
2025-12-20T15:25:59.780698,13248,1.66
2025-12-20T15:25:59.807272,13248,1.66
2025-12-20T15:25:59.833775,13250,1.66
2025-12-20T15:25:59.861861,13250,1.66
2025-12-20T15:25:59.886812,13249,1.66
2025-12-20T15:25:59.917035,13248,1.66
2025-12-20T15:25:59.945878,13246,1.66
2025-12-20T15:25:59.967995,13246,1.66
2025-12-20T15:25:59.996844,13246,1.66
2025-12-20T15:26:00.024170,13246,1.66
2025-12-20T15:26:00.049297,13249,1.66
2025-12-20T15:26:00.077272,13249,1.66
2025-12-20T15:26:00.106252,13248,1.66
2025-12-20T15:26:00.130266,13246,1.66
2025-12-20T15:26:00.159013,13247,1.66
2025-12-20T15:26:00.186466,13248,1.66
2025-12-20T15:26:00.211783,13246,1.66
2025-12-20T15:26:00.239524,13246,1.66
2025-12-20T15:26:00.267605,13245,1.66
2025-12-20T15:26:00.295175,13245,1.66
2025-12-20T15:26:00.320676,13246,1.66
2025-12-20T15:26:00.348887,13244,1.66
2025-12-20T15:26:00.373811,13244,1.66
2025-12-20T15:26:00.402291,13246,1.66
2025-12-20T15:26:00.429919,13245,1.66
2025-12-20T15:26:00.455786,13245,1.66
2025-12-20T15:26:00.482959,13246,1.66
2025-12-20T15:26:00.511103,13243,1.66
2025-12-20T15:26:00.536039,13243,1.66
2025-12-20T15:26:00.567575,13245,1.66
2025-12-20T15:26:00.594529,13245,1.66
2025-12-20T15:26:00.617200,13244,1.66
2025-12-20T15:26:00.645588,13246,1.66
2025-12-20T15:26:00.673373,13245,1.66
2025-12-20T15:26:00.698778,13244,1.66
2025-12-20T15:26:00.726491,13246,1.66
2025-12-20T15:26:00.756191,13244,1.66
2025-12-20T15:26:00.779545,13245,1.66
2025-12-20T15:26:00.808810,13246,1.66
2025-12-20T15:26:00.835692,13245,1.66
2025-12-20T15:26:00.861681,13244,1.66
2025-12-20T15:26:00.888729,13243,1.66
2025-12-20T15:26:00.916789,13244,1.66
2025-12-20T15:26:00.944723,13244,1.66
2025-12-20T15:26:00.969877,13244,1.66
2025-12-20T15:26:00.998322,13245,1.66
2025-12-20T15:26:01.022975,13246,1.66
2025-12-20T15:26:01.051669,13245,1.66
2025-12-20T15:26:01.079151,13241,1.66
2025-12-20T15:26:01.105709,13243,1.66
2025-12-20T15:26:01.132193,13242,1.66
2025-12-20T15:26:01.160835,13243,1.66
2025-12-20T15:26:01.185242,13243,1.66
2025-12-20T15:26:01.216897,13242,1.66
2025-12-20T15:26:01.244248,13242,1.66
2025-12-20T15:26:01.266377,13243,1.66
2025-12-20T15:26:01.295712,13242,1.66
