timestamp_iso,raw,voltage
2025-12-20T16:25:58.057281,12891,1.61
2025-12-20T16:25:58.057997,12912,1.61
2025-12-20T16:25:58.058126,12918,1.61
2025-12-20T16:25:58.058247,12836,1.6
2025-12-20T16:25:58.058368,12982,1.62
2025-12-20T16:25:58.058488,13010,1.63
2025-12-20T16:25:58.058607,13037,1.63
2025-12-20T16:25:58.058728,13146,1.64
2025-12-20T16:25:58.058846,14008,1.75
2025-12-20T16:25:58.058965,12590,1.57
2025-12-20T16:25:58.059299,13392,1.67
2025-12-20T16:25:58.059506,13756,1.72
2025-12-20T16:25:58.059684,12550,1.57
2025-12-20T16:25:58.059860,13679,1.71
2025-12-20T16:25:58.060031,13378,1.67
2025-12-20T16:25:58.067231,12627,1.58
2025-12-20T16:25:58.095949,13967,1.75
2025-12-20T16:25:58.120110,13048,1.63
2025-12-20T16:25:58.148195,12719,1.59
2025-12-20T16:25:58.176288,14180,1.77
2025-12-20T16:25:58.201909,12743,1.59
2025-12-20T16:25:58.229360,12928,1.62
2025-12-20T16:25:58.257886,14135,1.77
2025-12-20T16:25:58.282416,12532,1.57
2025-12-20T16:25:58.310581,13177,1.65
2025-12-20T16:25:58.340123,13864,1.73
2025-12-20T16:25:58.363566,12563,1.57
2025-12-20T16:25:58.392375,13454,1.68
2025-12-20T16:25:58.419823,13621,1.7
2025-12-20T16:25:58.444892,12597,1.57
2025-12-20T16:25:58.472871,13768,1.72
2025-12-20T16:25:58.501568,13248,1.66
2025-12-20T16:25:58.525941,12672,1.58
2025-12-20T16:25:58.554020,13243,1.66
2025-12-20T16:25:58.582099,13205,1.65
2025-12-20T16:25:58.609573,13256,1.66
2025-12-20T16:25:58.635167,13338,1.67
2025-12-20T16:25:58.663276,13226,1.65
2025-12-20T16:25:58.690402,13359,1.67
2025-12-20T16:25:58.716371,13244,1.66
2025-12-20T16:25:58.744845,13244,1.66
2025-12-20T16:25:58.769429,13378,1.67
2025-12-20T16:25:58.797985,13166,1.65
2025-12-20T16:25:58.825666,13294,1.66
2025-12-20T16:25:58.850684,13371,1.67
2025-12-20T16:25:58.878671,13093,1.64
2025-12-20T16:25:58.909119,13333,1.67
2025-12-20T16:25:58.931736,13328,1.67
2025-12-20T16:25:58.959870,13086,1.64
2025-12-20T16:25:58.990072,13376,1.67
2025-12-20T16:25:59.012898,13212,1.65
2025-12-20T16:25:59.041441,13191,1.65
2025-12-20T16:25:59.069116,13426,1.68
2025-12-20T16:25:59.094274,13476,1.68
2025-12-20T16:25:59.122170,13420,1.68
